timestamp,hour,date,demand
2025-07-06 08:00:00,8,2025-07-06,4
2025-07-06 09:00:00,9,2025-07-06,24
2025-07-06 10:00:00,10,2025-07-06,76
2025-07-06 11:00:00,11,2025-07-06,82
2025-07-06 12:00:00,12,2025-07-06,69
2025-07-06 13:00:00,13,2025-07-06,118
2025-07-06 14:00:00,14,2025-07-06,130
2025-07-06 15:00:00,15,2025-07-06,127
2025-07-06 16:00:00,16,2025-07-06,99
2025-07-06 17:00:00,17,2025-07-06,85
2025-07-06 18:00:00,18,2025-07-06,98
2025-07-06 19:00:00,19,2025-07-06,89
2025-07-06 20:00:00,20,2025-07-06,32
2025-07-06 21:00:00,21,2025-07-06,31
2025-07-06 22:00:00,22,2025-07-06,46
2025-07-06 23:00:00,23,2025-07-06,30
2025-07-07 00:00:00,0,2025-07-07,5
2025-07-07 01:00:00,1,2025-07-07,4
2025-07-07 02:00:00,2,2025-07-07,3
2025-07-07 03:00:00,3,2025-07-07,11
2025-07-07 04:00:00,4,2025-07-07,5
2025-07-07 05:00:00,5,2025-07-07,10
2025-07-07 06:00:00,6,2025-07-07,5
2025-07-07 07:00:00,7,2025-07-07,3
2025-07-07 08:00:00,8,2025-07-07,3
2025-07-07 09:00:00,9,2025-07-07,23
2025-07-07 10:00:00,10,2025-07-07,61
2025-07-07 11:00:00,11,2025-07-07,46
2025-07-07 12:00:00,12,2025-07-07,48
2025-07-07 13:00:00,13,2025-07-07,90
2025-07-07 14:00:00,14,2025-07-07,66
2025-07-07 15:00:00,15,2025-07-07,80
2025-07-07 16:00:00,16,2025-07-07,64
2025-07-07 17:00:00,17,2025-07-07,49
2025-07-07 18:00:00,18,2025-07-07,60
2025-07-07 19:00:00,19,2025-07-07,68
2025-07-07 20:00:00,20,2025-07-07,16
2025-07-07 21:00:00,21,2025-07-07,23
2025-07-07 22:00:00,22,2025-07-07,25
2025-07-07 23:00:00,23,2025-07-07,19
2025-07-08 00:00:00,0,2025-07-08,2
2025-07-08 01:00:00,1,2025-07-08,3
2025-07-08 02:00:00,2,2025-07-08,6
2025-07-08 03:00:00,3,2025-07-08,6
2025-07-08 04:00:00,4,2025-07-08,6
2025-07-08 05:00:00,5,2025-07-08,7
2025-07-08 06:00:00,6,2025-07-08,1
2025-07-08 07:00:00,7,2025-07-08,6
2025-07-08 08:00:00,8,2025-07-08,3
2025-07-08 09:00:00,9,2025-07-08,25
2025-07-08 10:00:00,10,2025-07-08,53
2025-07-08 11:00:00,11,2025-07-08,41
2025-07-08 12:00:00,12,2025-07-08,48
2025-07-08 13:00:00,13,2025-07-08,81
2025-07-08 14:00:00,14,2025-07-08,72
2025-07-08 15:00:00,15,2025-07-08,89
2025-07-08 16:00:00,16,2025-07-08,45
2025-07-08 17:00:00,17,2025-07-08,59
2025-07-08 18:00:00,18,2025-07-08,50
2025-07-08 19:00:00,19,2025-07-08,65
2025-07-08 20:00:00,20,2025-07-08,19
2025-07-08 21:00:00,21,2025-07-08,27
2025-07-08 22:00:00,22,2025-07-08,18
2025-07-08 23:00:00,23,2025-07-08,22
2025-07-09 00:00:00,0,2025-07-09,16
2025-07-09 01:00:00,1,2025-07-09,6
2025-07-09 02:00:00,2,2025-07-09,4
2025-07-09 03:00:00,3,2025-07-09,4
2025-07-09 04:00:00,4,2025-07-09,5
2025-07-09 05:00:00,5,2025-07-09,5
2025-07-09 06:00:00,6,2025-07-09,3
2025-07-09 07:00:00,7,2025-07-09,5
2025-07-09 08:00:00,8,2025-07-09,7
2025-07-09 09:00:00,9,2025-07-09,24
2025-07-09 10:00:00,10,2025-07-09,57
2025-07-09 11:00:00,11,2025-07-09,52
2025-07-09 12:00:00,12,2025-07-09,52
2025-07-09 13:00:00,13,2025-07-09,96
2025-07-09 14:00:00,14,2025-07-09,76
2025-07-09 15:00:00,15,2025-07-09,76
2025-07-09 16:00:00,16,2025-07-09,63
2025-07-09 17:00:00,17,2025-07-09,61
2025-07-09 18:00:00,18,2025-07-09,59
2025-07-09 19:00:00,19,2025-07-09,61
2025-07-09 20:00:00,20,2025-07-09,17
2025-07-09 21:00:00,21,2025-07-09,18
2025-07-09 22:00:00,22,2025-07-09,22
2025-07-09 23:00:00,23,2025-07-09,27
2025-07-10 00:00:00,0,2025-07-10,4
2025-07-10 01:00:00,1,2025-07-10,5
2025-07-10 02:00:00,2,2025-07-10,4
2025-07-10 03:00:00,3,2025-07-10,6
2025-07-10 04:00:00,4,2025-07-10,5
2025-07-10 05:00:00,5,2025-07-10,4
2025-07-10 06:00:00,6,2025-07-10,11
2025-07-10 07:00:00,7,2025-07-10,5
2025-07-10 08:00:00,8,2025-07-10,3
2025-07-10 09:00:00,9,2025-07-10,19
2025-07-10 10:00:00,10,2025-07-10,55
2025-07-10 11:00:00,11,2025-07-10,50
2025-07-10 12:00:00,12,2025-07-10,47
2025-07-10 13:00:00,13,2025-07-10,74
2025-07-10 14:00:00,14,2025-07-10,80
2025-07-10 15:00:00,15,2025-07-10,76
2025-07-10 16:00:00,16,2025-07-10,61
2025-07-10 17:00:00,17,2025-07-10,61
2025-07-10 18:00:00,18,2025-07-10,74
2025-07-10 19:00:00,19,2025-07-10,61
2025-07-10 20:00:00,20,2025-07-10,21
2025-07-10 21:00:00,21,2025-07-10,17
2025-07-10 22:00:00,22,2025-07-10,18
2025-07-10 23:00:00,23,2025-07-10,15
2025-07-11 00:00:00,0,2025-07-11,5
2025-07-11 01:00:00,1,2025-07-11,5
2025-07-11 02:00:00,2,2025-07-11,4
2025-07-11 03:00:00,3,2025-07-11,14
2025-07-11 04:00:00,4,2025-07-11,9
2025-07-11 05:00:00,5,2025-07-11,7
2025-07-11 06:00:00,6,2025-07-11,6
2025-07-11 07:00:00,7,2025-07-11,3
2025-07-11 08:00:00,8,2025-07-11,8
2025-07-11 09:00:00,9,2025-07-11,25
2025-07-11 10:00:00,10,2025-07-11,56
2025-07-11 11:00:00,11,2025-07-11,43
2025-07-11 12:00:00,12,2025-07-11,39
2025-07-11 13:00:00,13,2025-07-11,89
2025-07-11 14:00:00,14,2025-07-11,93
2025-07-11 15:00:00,15,2025-07-11,62
2025-07-11 16:00:00,16,2025-07-11,65
2025-07-11 17:00:00,17,2025-07-11,79
2025-07-11 18:00:00,18,2025-07-11,55
2025-07-11 19:00:00,19,2025-07-11,56
2025-07-11 20:00:00,20,2025-07-11,20
2025-07-11 21:00:00,21,2025-07-11,17
2025-07-11 22:00:00,22,2025-07-11,21
2025-07-11 23:00:00,23,2025-07-11,19
2025-07-12 00:00:00,0,2025-07-12,12
2025-07-12 01:00:00,1,2025-07-12,8
2025-07-12 02:00:00,2,2025-07-12,10
2025-07-12 03:00:00,3,2025-07-12,4
2025-07-12 04:00:00,4,2025-07-12,6
2025-07-12 05:00:00,5,2025-07-12,8
2025-07-12 06:00:00,6,2025-07-12,7
2025-07-12 07:00:00,7,2025-07-12,9
2025-07-12 08:00:00,8,2025-07-12,6
2025-07-12 09:00:00,9,2025-07-12,17
2025-07-12 10:00:00,10,2025-07-12,71
2025-07-12 11:00:00,11,2025-07-12,66
2025-07-12 12:00:00,12,2025-07-12,84
2025-07-12 13:00:00,13,2025-07-12,111
2025-07-12 14:00:00,14,2025-07-12,117
2025-07-12 15:00:00,15,2025-07-12,118
2025-07-12 16:00:00,16,2025-07-12,86
2025-07-12 17:00:00,17,2025-07-12,96
2025-07-12 18:00:00,18,2025-07-12,95
2025-07-12 19:00:00,19,2025-07-12,95
2025-07-12 20:00:00,20,2025-07-12,29
2025-07-12 21:00:00,21,2025-07-12,34
2025-07-12 22:00:00,22,2025-07-12,40
2025-07-12 23:00:00,23,2025-07-12,25
2025-07-13 00:00:00,0,2025-07-13,6
2025-07-13 01:00:00,1,2025-07-13,8
2025-07-13 02:00:00,2,2025-07-13,9
2025-07-13 03:00:00,3,2025-07-13,7
2025-07-13 04:00:00,4,2025-07-13,7
2025-07-13 05:00:00,5,2025-07-13,10
2025-07-13 06:00:00,6,2025-07-13,7
2025-07-13 07:00:00,7,2025-07-13,9
2025-07-13 08:00:00,8,2025-07-13,10
2025-07-13 09:00:00,9,2025-07-13,26
2025-07-13 10:00:00,10,2025-07-13,80
2025-07-13 11:00:00,11,2025-07-13,62
2025-07-13 12:00:00,12,2025-07-13,73
2025-07-13 13:00:00,13,2025-07-13,106
2025-07-13 14:00:00,14,2025-07-13,111
2025-07-13 15:00:00,15,2025-07-13,119
2025-07-13 16:00:00,16,2025-07-13,76
2025-07-13 17:00:00,17,2025-07-13,78
2025-07-13 18:00:00,18,2025-07-13,95
2025-07-13 19:00:00,19,2025-07-13,95
2025-07-13 20:00:00,20,2025-07-13,37
2025-07-13 21:00:00,21,2025-07-13,20
2025-07-13 22:00:00,22,2025-07-13,32
2025-07-13 23:00:00,23,2025-07-13,23
2025-07-14 00:00:00,0,2025-07-14,8
2025-07-14 01:00:00,1,2025-07-14,5
2025-07-14 02:00:00,2,2025-07-14,4
2025-07-14 03:00:00,3,2025-07-14,6
2025-07-14 04:00:00,4,2025-07-14,7
2025-07-14 05:00:00,5,2025-07-14,3
2025-07-14 06:00:00,6,2025-07-14,1
2025-07-14 07:00:00,7,2025-07-14,5
2025-07-14 08:00:00,8,2025-07-14,2
2025-07-14 09:00:00,9,2025-07-14,22
2025-07-14 10:00:00,10,2025-07-14,50
2025-07-14 11:00:00,11,2025-07-14,50
2025-07-14 12:00:00,12,2025-07-14,55
2025-07-14 13:00:00,13,2025-07-14,77
2025-07-14 14:00:00,14,2025-07-14,93
2025-07-14 15:00:00,15,2025-07-14,70
2025-07-14 16:00:00,16,2025-07-14,53
2025-07-14 17:00:00,17,2025-07-14,56
2025-07-14 18:00:00,18,2025-07-14,72
2025-07-14 19:00:00,19,2025-07-14,57
2025-07-14 20:00:00,20,2025-07-14,24
2025-07-14 21:00:00,21,2025-07-14,28
2025-07-14 22:00:00,22,2025-07-14,23
2025-07-14 23:00:00,23,2025-07-14,20
2025-07-15 00:00:00,0,2025-07-15,3
2025-07-15 01:00:00,1,2025-07-15,5
2025-07-15 02:00:00,2,2025-07-15,5
2025-07-15 03:00:00,3,2025-07-15,5
2025-07-15 04:00:00,4,2025-07-15,3
2025-07-15 05:00:00,5,2025-07-15,9
2025-07-15 06:00:00,6,2025-07-15,8
2025-07-15 07:00:00,7,2025-07-15,5
2025-07-15 08:00:00,8,2025-07-15,7
2025-07-15 09:00:00,9,2025-07-15,18
2025-07-15 10:00:00,10,2025-07-15,51
2025-07-15 11:00:00,11,2025-07-15,56
2025-07-15 12:00:00,12,2025-07-15,51
2025-07-15 13:00:00,13,2025-07-15,85
2025-07-15 14:00:00,14,2025-07-15,78
2025-07-15 15:00:00,15,2025-07-15,69
2025-07-15 16:00:00,16,2025-07-15,66
2025-07-15 17:00:00,17,2025-07-15,62
2025-07-15 18:00:00,18,2025-07-15,66
2025-07-15 19:00:00,19,2025-07-15,51
2025-07-15 20:00:00,20,2025-07-15,13
2025-07-15 21:00:00,21,2025-07-15,17
2025-07-15 22:00:00,22,2025-07-15,17
2025-07-15 23:00:00,23,2025-07-15,14
2025-07-16 00:00:00,0,2025-07-16,6
2025-07-16 01:00:00,1,2025-07-16,4
2025-07-16 02:00:00,2,2025-07-16,5
2025-07-16 03:00:00,3,2025-07-16,8
2025-07-16 04:00:00,4,2025-07-16,4
2025-07-16 05:00:00,5,2025-07-16,6
2025-07-16 06:00:00,6,2025-07-16,8
2025-07-16 07:00:00,7,2025-07-16,5
2025-07-16 08:00:00,8,2025-07-16,9
2025-07-16 09:00:00,9,2025-07-16,13
2025-07-16 10:00:00,10,2025-07-16,49
2025-07-16 11:00:00,11,2025-07-16,47
2025-07-16 12:00:00,12,2025-07-16,57
2025-07-16 13:00:00,13,2025-07-16,82
2025-07-16 14:00:00,14,2025-07-16,80
2025-07-16 15:00:00,15,2025-07-16,59
2025-07-16 16:00:00,16,2025-07-16,51
2025-07-16 17:00:00,17,2025-07-16,56
2025-07-16 18:00:00,18,2025-07-16,49
2025-07-16 19:00:00,19,2025-07-16,58
2025-07-16 20:00:00,20,2025-07-16,17
2025-07-16 21:00:00,21,2025-07-16,21
2025-07-16 22:00:00,22,2025-07-16,17
2025-07-16 23:00:00,23,2025-07-16,20
2025-07-17 00:00:00,0,2025-07-17,1
2025-07-17 01:00:00,1,2025-07-17,4
2025-07-17 02:00:00,2,2025-07-17,3
2025-07-17 03:00:00,3,2025-07-17,5
2025-07-17 04:00:00,4,2025-07-17,5
2025-07-17 05:00:00,5,2025-07-17,6
2025-07-17 06:00:00,6,2025-07-17,7
2025-07-17 07:00:00,7,2025-07-17,7
2025-07-17 08:00:00,8,2025-07-17,4
2025-07-17 09:00:00,9,2025-07-17,11
2025-07-17 10:00:00,10,2025-07-17,54
2025-07-17 11:00:00,11,2025-07-17,48
2025-07-17 12:00:00,12,2025-07-17,48
2025-07-17 13:00:00,13,2025-07-17,61
2025-07-17 14:00:00,14,2025-07-17,83
2025-07-17 15:00:00,15,2025-07-17,90
2025-07-17 16:00:00,16,2025-07-17,60
2025-07-17 17:00:00,17,2025-07-17,62
2025-07-17 18:00:00,18,2025-07-17,46
2025-07-17 19:00:00,19,2025-07-17,61
2025-07-17 20:00:00,20,2025-07-17,23
2025-07-17 21:00:00,21,2025-07-17,22
2025-07-17 22:00:00,22,2025-07-17,25
2025-07-17 23:00:00,23,2025-07-17,12
2025-07-18 00:00:00,0,2025-07-18,7
2025-07-18 01:00:00,1,2025-07-18,4
2025-07-18 02:00:00,2,2025-07-18,5
2025-07-18 03:00:00,3,2025-07-18,8
2025-07-18 04:00:00,4,2025-07-18,2
2025-07-18 05:00:00,5,2025-07-18,3
2025-07-18 06:00:00,6,2025-07-18,7
2025-07-18 07:00:00,7,2025-07-18,2
2025-07-18 08:00:00,8,2025-07-18,6
2025-07-18 09:00:00,9,2025-07-18,11
2025-07-18 10:00:00,10,2025-07-18,45
2025-07-18 11:00:00,11,2025-07-18,52
2025-07-18 12:00:00,12,2025-07-18,34
2025-07-18 13:00:00,13,2025-07-18,90
2025-07-18 14:00:00,14,2025-07-18,78
2025-07-18 15:00:00,15,2025-07-18,73
2025-07-18 16:00:00,16,2025-07-18,68
2025-07-18 17:00:00,17,2025-07-18,53
2025-07-18 18:00:00,18,2025-07-18,56
2025-07-18 19:00:00,19,2025-07-18,55
2025-07-18 20:00:00,20,2025-07-18,17
2025-07-18 21:00:00,21,2025-07-18,21
2025-07-18 22:00:00,22,2025-07-18,16
2025-07-18 23:00:00,23,2025-07-18,25
2025-07-19 00:00:00,0,2025-07-19,11
2025-07-19 01:00:00,1,2025-07-19,10
2025-07-19 02:00:00,2,2025-07-19,6
2025-07-19 03:00:00,3,2025-07-19,11
2025-07-19 04:00:00,4,2025-07-19,4
2025-07-19 05:00:00,5,2025-07-19,8
2025-07-19 06:00:00,6,2025-07-19,3
2025-07-19 07:00:00,7,2025-07-19,8
2025-07-19 08:00:00,8,2025-07-19,7
2025-07-19 09:00:00,9,2025-07-19,26
2025-07-19 10:00:00,10,2025-07-19,86
2025-07-19 11:00:00,11,2025-07-19,63
2025-07-19 12:00:00,12,2025-07-19,69
2025-07-19 13:00:00,13,2025-07-19,123
2025-07-19 14:00:00,14,2025-07-19,119
2025-07-19 15:00:00,15,2025-07-19,113
2025-07-19 16:00:00,16,2025-07-19,78
2025-07-19 17:00:00,17,2025-07-19,90
2025-07-19 18:00:00,18,2025-07-19,76
2025-07-19 19:00:00,19,2025-07-19,88
2025-07-19 20:00:00,20,2025-07-19,31
2025-07-19 21:00:00,21,2025-07-19,36
2025-07-19 22:00:00,22,2025-07-19,26
2025-07-19 23:00:00,23,2025-07-19,31
2025-07-20 00:00:00,0,2025-07-20,4
2025-07-20 01:00:00,1,2025-07-20,11
2025-07-20 02:00:00,2,2025-07-20,11
2025-07-20 03:00:00,3,2025-07-20,6
2025-07-20 04:00:00,4,2025-07-20,9
2025-07-20 05:00:00,5,2025-07-20,6
2025-07-20 06:00:00,6,2025-07-20,12
2025-07-20 07:00:00,7,2025-07-20,6
2025-07-20 08:00:00,8,2025-07-20,3
2025-07-20 09:00:00,9,2025-07-20,31
2025-07-20 10:00:00,10,2025-07-20,71
2025-07-20 11:00:00,11,2025-07-20,86
2025-07-20 12:00:00,12,2025-07-20,70
2025-07-20 13:00:00,13,2025-07-20,130
2025-07-20 14:00:00,14,2025-07-20,102
2025-07-20 15:00:00,15,2025-07-20,117
2025-07-20 16:00:00,16,2025-07-20,84
2025-07-20 17:00:00,17,2025-07-20,72
2025-07-20 18:00:00,18,2025-07-20,96
2025-07-20 19:00:00,19,2025-07-20,81
2025-07-20 20:00:00,20,2025-07-20,32
2025-07-20 21:00:00,21,2025-07-20,27
2025-07-20 22:00:00,22,2025-07-20,30
2025-07-20 23:00:00,23,2025-07-20,23
2025-07-21 00:00:00,0,2025-07-21,7
2025-07-21 01:00:00,1,2025-07-21,3
2025-07-21 02:00:00,2,2025-07-21,4
2025-07-21 03:00:00,3,2025-07-21,6
2025-07-21 04:00:00,4,2025-07-21,5
2025-07-21 05:00:00,5,2025-07-21,1
2025-07-21 06:00:00,6,2025-07-21,7
2025-07-21 07:00:00,7,2025-07-21,3
2025-07-21 08:00:00,8,2025-07-21,6
2025-07-21 09:00:00,9,2025-07-21,26
2025-07-21 10:00:00,10,2025-07-21,59
2025-07-21 11:00:00,11,2025-07-21,59
2025-07-21 12:00:00,12,2025-07-21,38
2025-07-21 13:00:00,13,2025-07-21,80
2025-07-21 14:00:00,14,2025-07-21,91
2025-07-21 15:00:00,15,2025-07-21,85
2025-07-21 16:00:00,16,2025-07-21,68
2025-07-21 17:00:00,17,2025-07-21,60
2025-07-21 18:00:00,18,2025-07-21,58
2025-07-21 19:00:00,19,2025-07-21,59
2025-07-21 20:00:00,20,2025-07-21,21
2025-07-21 21:00:00,21,2025-07-21,29
2025-07-21 22:00:00,22,2025-07-21,25
2025-07-21 23:00:00,23,2025-07-21,18
2025-07-22 00:00:00,0,2025-07-22,2
2025-07-22 01:00:00,1,2025-07-22,3
2025-07-22 02:00:00,2,2025-07-22,7
2025-07-22 03:00:00,3,2025-07-22,4
2025-07-22 04:00:00,4,2025-07-22,6
2025-07-22 05:00:00,5,2025-07-22,5
2025-07-22 06:00:00,6,2025-07-22,2
2025-07-22 07:00:00,7,2025-07-22,6
2025-07-22 08:00:00,8,2025-07-22,11
2025-07-22 09:00:00,9,2025-07-22,24
2025-07-22 10:00:00,10,2025-07-22,61
2025-07-22 11:00:00,11,2025-07-22,49
2025-07-22 12:00:00,12,2025-07-22,55
2025-07-22 13:00:00,13,2025-07-22,89
2025-07-22 14:00:00,14,2025-07-22,76
2025-07-22 15:00:00,15,2025-07-22,87
2025-07-22 16:00:00,16,2025-07-22,60
2025-07-22 17:00:00,17,2025-07-22,59
2025-07-22 18:00:00,18,2025-07-22,61
2025-07-22 19:00:00,19,2025-07-22,54
2025-07-22 20:00:00,20,2025-07-22,21
2025-07-22 21:00:00,21,2025-07-22,17
2025-07-22 22:00:00,22,2025-07-22,20
2025-07-22 23:00:00,23,2025-07-22,17
2025-07-23 00:00:00,0,2025-07-23,6
2025-07-23 01:00:00,1,2025-07-23,6
2025-07-23 02:00:00,2,2025-07-23,3
2025-07-23 03:00:00,3,2025-07-23,5
2025-07-23 04:00:00,4,2025-07-23,5
2025-07-23 05:00:00,5,2025-07-23,4
2025-07-23 06:00:00,6,2025-07-23,6
2025-07-23 07:00:00,7,2025-07-23,7
2025-07-23 08:00:00,8,2025-07-23,9
2025-07-23 09:00:00,9,2025-07-23,20
2025-07-23 10:00:00,10,2025-07-23,50
2025-07-23 11:00:00,11,2025-07-23,70
2025-07-23 12:00:00,12,2025-07-23,54
2025-07-23 13:00:00,13,2025-07-23,76
2025-07-23 14:00:00,14,2025-07-23,82
2025-07-23 15:00:00,15,2025-07-23,89
2025-07-23 16:00:00,16,2025-07-23,53
2025-07-23 17:00:00,17,2025-07-23,73
2025-07-23 18:00:00,18,2025-07-23,59
2025-07-23 19:00:00,19,2025-07-23,55
2025-07-23 20:00:00,20,2025-07-23,31
2025-07-23 21:00:00,21,2025-07-23,26
2025-07-23 22:00:00,22,2025-07-23,21
2025-07-23 23:00:00,23,2025-07-23,28
2025-07-24 00:00:00,0,2025-07-24,6
2025-07-24 01:00:00,1,2025-07-24,6
2025-07-24 02:00:00,2,2025-07-24,3
2025-07-24 03:00:00,3,2025-07-24,9
2025-07-24 04:00:00,4,2025-07-24,3
2025-07-24 05:00:00,5,2025-07-24,7
2025-07-24 06:00:00,6,2025-07-24,3
2025-07-24 07:00:00,7,2025-07-24,4
2025-07-24 08:00:00,8,2025-07-24,2
2025-07-24 09:00:00,9,2025-07-24,25
2025-07-24 10:00:00,10,2025-07-24,43
2025-07-24 11:00:00,11,2025-07-24,57
2025-07-24 12:00:00,12,2025-07-24,65
2025-07-24 13:00:00,13,2025-07-24,91
2025-07-24 14:00:00,14,2025-07-24,80
2025-07-24 15:00:00,15,2025-07-24,86
2025-07-24 16:00:00,16,2025-07-24,64
2025-07-24 17:00:00,17,2025-07-24,55
2025-07-24 18:00:00,18,2025-07-24,72
2025-07-24 19:00:00,19,2025-07-24,73
2025-07-24 20:00:00,20,2025-07-24,21
2025-07-24 21:00:00,21,2025-07-24,23
2025-07-24 22:00:00,22,2025-07-24,15
2025-07-24 23:00:00,23,2025-07-24,19
2025-07-25 00:00:00,0,2025-07-25,3
2025-07-25 01:00:00,1,2025-07-25,2
2025-07-25 02:00:00,2,2025-07-25,4
2025-07-25 03:00:00,3,2025-07-25,6
2025-07-25 04:00:00,4,2025-07-25,8
2025-07-25 05:00:00,5,2025-07-25,3
